County Name,GDP(2015),GDP(2016),GDP(2017),GDP(2018),rank_2018,percent_2016,percent_2017,percent_2018,change_rank2018,State
Clinton,"357,190","355,037","376,114","353,171",75,-0.6,5.9,-6.1,101,Missouri
Cole,"4,208,498","4,175,362","4,192,196","4,238,180",12,-0.8,0.4,1.1,75,Missouri
Cooper,"426,891","450,412","455,168","461,225",58,5.5,1.1,1.3,70,Missouri
Crawford,"553,011","547,414","551,255","575,031",53,-1,0.7,4.3,31,Missouri
Dade,"187,738","191,114","180,354","174,567",100,1.8,-5.6,-3.2,96,Missouri
Dallas,"251,376","256,974","255,866","263,392",87,2.2,-0.4,2.9,52,Missouri
Daviess,"168,706","176,496","189,741","182,591",99,4.6,7.5,-3.8,97,Missouri
DeKalb,"283,045","295,147","325,931","313,421",78,4.3,10.4,-3.8,98,Missouri
Dent,"299,146","292,913","293,845","303,430",79,-2.1,0.3,3.3,43,Missouri
Douglas,"544,384","572,490","569,165","599,286",51,5.2,-0.6,5.3,20,Missouri
Dunklin,"743,443","729,480","691,183","735,316",45,-1.9,-5.2,6.4,14,Missouri
Franklin,"3,899,274","3,918,131","3,941,168","4,003,073",13,0.5,0.6,1.6,66,Missouri
Gasconade,"396,016","388,999","398,145","401,043",69,-1.8,2.4,0.7,77,Missouri
Gentry,"282,611","260,299","285,614","231,416",89,-7.9,9.7,-19,114,Missouri
Greene,"14,261,350","14,470,597","14,742,732","15,023,186",4,1.5,1.9,1.9,61,Missouri
Grundy,"487,494","471,122","448,490","454,537",59,-3.4,-4.8,1.3,68,Missouri
Harrison,"221,003","236,989","276,319","275,583",83,7.2,16.6,-0.3,85,Missouri
Henry,"721,712","653,315","651,087","685,543",48,-9.5,-0.3,5.3,19,Missouri
Hickory,"119,023","120,489","120,906","127,499",108,1.2,0.3,5.5,17,Missouri
Holt,"170,740","224,703","198,576","172,856",101,31.6,-11.6,-13,108,Missouri
Howard,"222,177","213,261","215,071","226,353",92,-4,0.8,5.2,22,Missouri
Howell,"1,135,611","1,063,995","1,076,105","1,121,522",30,-6.3,1.1,4.2,34,Missouri
Iron,"403,518","384,492","390,388","424,616",63,-4.7,1.5,8.8,6,Missouri
Jackson,"40,491,120","40,473,928","40,916,261","42,122,646",2,0,1.1,2.9,51,Missouri
Jasper,"5,192,766","5,240,207","5,327,988","5,292,144",9,0.9,1.7,-0.7,91,Missouri
Jefferson,"4,624,132","4,544,186","4,659,262","4,756,553",10,-1.7,2.5,2.1,58,Missouri
Johnson,"1,540,954","1,551,219","1,557,633","1,569,223",21,0.7,0.4,0.7,76,Missouri
Knox,"121,376","140,029","110,786","118,291",112,15.4,-20.9,6.8,9,Missouri
Laclede,"964,543","945,363","1,003,521","1,038,697",34,-2,6.2,3.5,42,Missouri
Lafayette,"739,446","750,463","782,447","746,666",44,1.5,4.3,-4.6,99,Missouri
Lawrence,"834,108","760,141","782,540","821,750",42,-8.9,2.9,5,25,Missouri
Lewis,"235,199","238,487","216,405","227,307",91,1.4,-9.3,5,24,Missouri
Lincoln,"975,250","1,032,803","1,039,732","1,031,761",35,5.9,0.7,-0.8,92,Missouri
Linn,"371,314","366,828","367,932","402,930",66,-1.2,0.3,9.5,4,Missouri
Livingston,"512,689","588,447","569,660","570,965",54,14.8,-3.2,0.2,81,Missouri
McDonald,"576,944","517,636","533,146","556,802",55,-10.3,3,4.4,28,Missouri
Macon,"513,401","522,606","507,967","530,496",56,1.8,-2.8,4.4,29,Missouri
Madison,"275,235","266,196","266,363","266,746",85,-3.3,0.1,0.1,83,Missouri
Maries,"144,880","131,333","134,670","139,712",106,-9.4,2.5,3.7,37,Missouri
Marion,"1,027,093","1,047,562","1,018,208","1,053,998",33,2,-2.8,3.5,41,Missouri
Mercer,"163,270","137,560","159,196","109,836",113,-15.7,15.7,-31,115,Missouri
Miller,"934,045","916,961","876,577","888,047",39,-1.8,-4.4,1.3,72,Missouri
Mississippi,"315,642","378,406","425,127","367,791",71,19.9,12.3,-13.5,109,Missouri
Moniteau,"438,433","370,868","407,806","425,073",62,-15.4,10,4.2,33,Missouri
Monroe,"221,396","289,466","228,059","271,330",84,30.7,-21.2,19,1,Missouri
Montgomery,"360,634","346,984","367,230","315,741",77,-3.8,5.8,-14,111,Missouri
Morgan,"506,167","469,703","455,483","453,177",60,-7.2,-3,-0.5,89,Missouri
New Madrid,"1,164,788","1,121,748","1,073,642","1,116,867",31,-3.7,-4.3,4,35,Missouri
Newton,"1,851,696","1,733,178","1,699,140","1,720,273",19,-6.4,-2,1.2,73,Missouri
Nodaway,"729,017","677,649","694,059","730,282",46,-7,2.4,5.2,23,Missouri
Oregon,"220,433","207,266","193,723","207,913",96,-6,-6.5,7.3,8,Missouri
Osage,"438,171","398,270","385,016","401,744",67,-9.1,-3.3,4.3,30,Missouri
Ozark,"138,815","139,512","139,479","148,828",104,0.5,0,6.7,11,Missouri
Pemiscot,"470,760","439,050","401,067","423,612",64,-6.7,-8.7,5.6,16,Missouri
Perry,"848,190","897,144","839,132","864,963",41,5.8,-6.5,3.1,48,Missouri
Pettis,"1,512,883","1,519,841","1,514,428","1,539,823",22,0.5,-0.4,1.7,65,Missouri
Phelps,"1,445,476","1,461,038","1,464,826","1,495,213",23,1.1,0.3,2.1,59,Missouri
Pike,"483,516","534,978","513,480","481,033",57,10.6,-4,-6.3,102,Missouri
Platte,"5,494,159","5,725,980","5,888,034","5,965,298",8,4.2,2.8,1.3,71,Missouri
Polk,"681,166","653,746","663,190","691,552",47,-4,1.4,4.3,32,Missouri
Pulaski,"2,073,252","2,011,626","2,034,497","2,022,292",18,-3,1.1,-0.6,90,Missouri
Putnam,"158,259","138,197","130,913","126,767",109,-12.7,-5.3,-3.2,95,Missouri
Ralls,"347,577","416,899","394,641","365,560",72,19.9,-5.3,-7.4,105,Missouri
Randolph,"1,116,604","1,163,422","1,148,961","1,155,633",29,4.2,-1.2,0.6,80,Missouri
Ray,"426,439","409,003","414,913","413,204",65,-4.1,1.4,-0.4,86,Missouri
Reynolds,"203,504","200,763","208,190","222,126",93,-1.3,3.7,6.7,12,Missouri
Ripley,"203,513","196,772","197,247","204,642",97,-3.3,0.2,3.7,36,Missouri
St. Charles,"13,458,935","13,898,372","14,155,370","14,793,630",5,3.3,1.8,4.5,27,Missouri
St. Clair,"154,211","153,364","149,896","150,092",103,-0.5,-2.3,0.1,84,Missouri
Ste. Genevieve,"583,144","567,514","583,129","619,144",50,-2.7,2.8,6.2,15,Missouri
St. Francois,"1,971,961","1,995,731","1,908,134","2,037,226",17,1.2,-4.4,6.8,10,Missouri
St. Louis,"68,843,658","68,373,290","69,780,743","71,640,132",1,-0.7,2.1,2.7,54,Missouri
Saline,"991,086","1,020,255","1,003,411","943,201",37,2.9,-1.7,-6,100,Missouri
Schuyler,"75,590","73,514","71,128","72,701",114,-2.7,-3.2,2.2,57,Missouri
Scotland,"147,537","152,321","139,429","129,648",107,3.2,-8.5,-7,104,Missouri
Scott,"1,339,001","1,312,292","1,359,554","1,401,953",24,-2,3.6,3.1,47,Missouri
Shannon,"118,366","118,584","119,359","120,956",110,0.2,0.7,1.3,69,Missouri
Shelby,"189,057","190,515","163,147","171,298",102,0.8,-14.4,5,26,Missouri
Stoddard,"1,103,531","1,099,907","1,045,795","1,115,134",32,-0.3,-4.9,6.6,13,Missouri
Stone,"579,147","568,143","573,630","580,730",52,-1.9,1,1.2,74,Missouri
Sullivan,"316,462","281,883","306,666","257,647",88,-10.9,8.8,-16,113,Missouri
Taney,"2,085,010","2,037,254","2,071,937","2,133,363",16,-2.3,1.7,3,50,Missouri
Texas,"443,474","423,906","421,193","429,362",61,-4.4,-0.6,1.9,60,Missouri
Vernon,"931,553","915,484","943,482","882,387",40,-1.7,3.1,-6.5,103,Missouri
Warren,"926,929","963,510","925,412","958,900",36,3.9,-4,3.6,39,Missouri
Washington,"356,789","344,941","343,531","353,922",74,-3.3,-0.4,3,49,Missouri
Wayne,"215,476","217,971","217,781","216,719",95,1.2,-0.1,-0.5,88,Missouri
Webster,"618,822","604,945","614,511","665,452",49,-2.2,1.6,8.3,7,Missouri
Worth,"80,605","84,036","80,784","70,455",115,4.3,-3.9,-12.8,107,Missouri
Wright,"364,691","357,398","359,819","369,051",70,-2,0.7,2.6,55,Missouri
St. Louis City,"28,906,326","27,687,564","27,479,264","28,460,911",3,-4.2,-0.8,3.6,40,Missouri
Beaverhead,"492,039","492,895","459,211","394,127",22,0.2,-6.8,-14.2,53,Montana
Big Horn,"892,234","783,886","903,544","962,622",10,-12.1,15.3,6.5,14,Montana
Blaine,"205,467","181,000","164,944","197,201",36,-11.9,-8.9,19.6,5,Montana
Broadwater,"117,253","116,221","121,979","117,975",42,-0.9,5,-3.3,45,Montana
Carbon,"234,222","232,444","257,895","251,273",31,-0.8,10.9,-2.6,43,Montana
Carter,"128,860","129,726","101,083","79,564",51,0.7,-22.1,-21.3,55,Montana
Cascade,"3,646,286","3,548,307","3,644,181","3,782,722",4,-2.7,2.7,3.8,21,Montana
Chouteau,"141,837","128,170","130,473","209,992",35,-9.6,1.8,60.9,1,Montana
Custer,"521,345","477,042","472,769","450,836",17,-8.5,-0.9,-4.6,46,Montana
Daniels,"92,807","105,290","115,689","86,163",48,13.5,9.9,-25.5,56,Montana
Dawson,"416,305","383,869","409,521","416,817",21,-7.8,6.7,1.8,32,Montana
Deer Lodge,"250,015","250,307","253,121","257,985",28,0.1,1.1,1.9,31,Montana
Fallon,"273,824","238,463","236,144","213,696",34,-12.9,-1,-9.5,49,Montana
Fergus,"462,286","411,035","414,492","418,322",20,-11.1,0.8,0.9,36,Montana
Flathead,"3,468,012","3,556,754","3,654,009","3,726,973",5,2.6,2.7,2,29,Montana
Gallatin,"4,437,299","4,812,991","4,922,067","5,178,452",2,8.5,2.3,5.2,17,Montana
Garfield,"103,073","81,656","62,067","55,437",53,-20.8,-24,-10.7,50,Montana
Glacier,"416,094","418,265","367,090","430,957",18,0.5,-12.2,17.4,6,Montana
Golden Valley,"32,759","27,526","29,535","26,293",55,-16,7.3,-11,51,Montana
Granite,"90,837","85,767","86,702","87,528",47,-5.6,1.1,1,35,Montana
Hill,"700,541","725,228","693,056","740,055",12,3.5,-4.4,6.8,13,Montana
Jefferson,"281,513","267,514","254,650","256,987",29,-5,-4.8,0.9,37,Montana
Judith Basin,"186,738","182,284","161,151","172,725",39,-2.4,-11.6,7.2,10,Montana
Lake,"688,217","731,659","695,636","710,824",13,6.3,-4.9,2.2,28,Montana
Lewis and Clark,"3,015,879","3,011,893","3,044,480","3,083,311",6,-0.1,1.1,1.3,34,Montana
Liberty,"122,016","112,849","129,530","174,082",38,-7.5,14.8,34.4,2,Montana
Lincoln,"460,973","467,850","484,824","491,930",16,1.5,3.6,1.5,33,Montana
McCone,"105,194","93,878","96,358","99,139",45,-10.8,2.6,2.9,24,Montana
Madison,"365,472","363,629","341,436","382,680",23,-0.5,-6.1,12.1,7,Montana
Meagher,"102,446","91,251","75,214","79,932",50,-10.9,-17.6,6.3,15,Montana
Mineral,"84,416","80,140","83,926","86,029",49,-5.1,4.7,2.5,27,Montana
Missoula,"4,529,703","4,616,447","4,844,547","5,004,429",3,1.9,4.9,3.3,22,Montana
Musselshell,"291,074","266,374","279,761","296,292",25,-8.5,5,5.9,16,Montana
Park,"479,314","471,381","497,042","512,732",15,-1.7,5.4,3.2,23,Montana
Petroleum,"50,504","32,989","24,231","22,506",56,-34.7,-26.5,-7.1,47,Montana
Phillips,"169,772","132,504","135,907","132,090",41,-22,2.6,-2.8,44,Montana
Pondera,"164,470","198,689","196,010","172,592",40,20.8,-1.3,-11.9,52,Montana
Powder River,"128,475","119,605","96,761","99,244",44,-6.9,-19.1,2.6,26,Montana
Powell,"201,916","181,332","190,476","190,670",37,-10.2,5,0.1,39,Montana
Prairie,"43,379","34,471","33,134","36,443",54,-20.5,-3.9,10,8,Montana
Ravalli,"891,419","905,592","945,452","972,076",9,1.6,4.4,2.8,25,Montana
Richland,"1,170,610","1,015,160","946,740","985,176",8,-13.3,-6.7,4.1,20,Montana
Roosevelt,"408,871","437,138","412,112","429,720",19,6.9,-5.7,4.3,19,Montana
Rosebud,"835,851","832,151","848,997","781,232",11,-0.4,2,-8,48,Montana
Sanders,"289,670","289,688","301,982","296,745",24,0,4.2,-1.7,41,Montana
Sheridan,"276,193","288,104","285,901","234,348",33,4.3,-0.8,-18,54,Montana
Silver Bow,"1,345,729","1,336,930","1,367,335","1,378,646",7,-0.7,2.3,0.8,38,Montana
Stillwater,"608,565","539,169","592,867","621,154",14,-11.4,10,4.8,18,Montana
Sweet Grass,"229,216","220,727","248,899","244,249",32,-3.7,12.8,-1.9,42,Montana
Teton,"252,806","265,674","211,217","252,910",30,5.1,-20.5,19.7,4,Montana
Toole,"284,825","294,793","266,288","285,082",27,3.5,-9.7,7.1,11,Montana
Treasure,"130,328","112,805","93,634","101,938",43,-13.4,-17,8.9,9,Montana
Valley,"300,720","297,133","293,109","290,784",26,-1.2,-1.4,-0.8,40,Montana
Wheatland,"104,663","99,894","77,251","97,636",46,-4.6,-22.7,26.4,3,Montana
Wibaux,"58,401","48,628","71,090","76,035",52,-16.7,46.2,7,12,Montana
Yellowstone,"9,072,491","8,508,210","8,707,161","8,875,311",1,-6.2,2.3,1.9,30,Montana
Adams,"1,598,569","1,602,055","1,714,119","1,697,971",10,0.2,7,-0.9,57,Nebraska
Antelope,"406,389","477,005","398,641","397,969",41,17.4,-16.4,-0.2,49,Nebraska
Arthur,"30,152","20,816","18,114","29,322",92,-31,-13,61.9,3,Nebraska
Banner,"73,856","88,082","41,614","68,444",82,19.3,-52.8,64.5,2,Nebraska
Blaine,"60,083","55,222","41,500","23,606",93,-8.1,-24.9,-43.1,93,Nebraska
Boone,"473,938","483,654","476,813","451,375",39,2.1,-1.4,-5.3,71,Nebraska
Box Butte,"561,815","562,449","584,892","576,177",29,0.1,4,-1.5,61,Nebraska
Boyd,"114,316","111,663","127,372","166,144",69,-2.3,14.1,30.4,5,Nebraska
Brown,"246,107","275,298","220,839","232,081",62,11.9,-19.8,5.1,27,Nebraska
Buffalo,"2,382,086","2,417,932","2,560,804","2,588,065",5,1.5,5.9,1.1,44,Nebraska
Burt,"368,574","372,113","415,813","401,761",40,1,11.7,-3.4,66,Nebraska
Butler,"355,510","277,823","268,579","283,009",53,-21.9,-3.3,5.4,25,Nebraska
Cass,"715,961","745,086","837,287","888,860",19,4.1,12.4,6.2,23,Nebraska
Cedar,"541,796","567,325","555,665","551,518",31,4.7,-2.1,-0.7,54,Nebraska
Chase,"250,621","264,767","250,409","238,371",60,5.6,-5.4,-4.8,69,Nebraska
Cherry,"438,933","439,218","372,995","318,031",49,0.1,-15.1,-14.7,86,Nebraska
Cheyenne,"681,303","696,396","676,239","572,030",30,2.2,-2.9,-15.4,87,Nebraska
Clay,"259,723","247,177","291,137","279,423",55,-4.8,17.8,-4,68,Nebraska
Colfax,"586,485","603,023","568,457","675,670",27,2.8,-5.7,18.9,10,Nebraska
Cuming,"1,087,326","1,193,021","972,675","881,546",20,9.7,-18.5,-9.4,81,Nebraska
Custer,"823,716","907,201","714,730","632,937",28,10.1,-21.2,-11.4,83,Nebraska
Dakota,"1,191,919","1,207,866","1,328,078","1,320,460",14,1.3,10,-0.6,51,Nebraska
Dawes,"321,568","321,374","298,750","292,301",51,-0.1,-7,-2.2,64,Nebraska
Dawson,"1,334,782","1,413,226","1,360,110","1,411,429",12,5.9,-3.8,3.8,30,Nebraska
Deuel,"67,890","70,171","89,710","76,752",78,3.4,27.8,-14.4,85,Nebraska
Dixon,"278,857","257,784","281,591","287,658",52,-7.6,9.2,2.2,36,Nebraska
Dodge,"1,782,769","1,793,309","1,895,362","1,886,102",9,0.6,5.7,-0.5,50,Nebraska
Douglas,"39,642,957","39,116,440","40,808,279","41,051,019",1,-1.3,4.3,0.6,48,Nebraska
Dundy,"134,879","129,705","127,935","127,078",74,-3.8,-1.4,-0.7,53,Nebraska
Fillmore,"358,645","319,501","338,053","334,352",47,-10.9,5.8,-1.1,59,Nebraska
Franklin,"82,239","75,817","89,589","74,235",81,-7.8,18.2,-17.1,88,Nebraska
Frontier,"148,368","136,472","137,211","146,318",70,-8,0.5,6.6,22,Nebraska
Furnas,"275,766","265,767","237,969","260,230",57,-3.6,-10.5,9.4,18,Nebraska
Gage,"971,938","955,295","1,038,713","1,059,874",16,-1.7,8.7,2,37,Nebraska
Garden,"68,321","69,790","66,687","62,411",84,2.1,-4.4,-6.4,75,Nebraska
Garfield,"144,924","147,111","110,094","111,807",75,1.5,-25.2,1.6,40,Nebraska
Gosper,"93,601","94,224","89,295","106,431",76,0.7,-5.2,19.2,9,Nebraska
Grant,"57,764","46,837","31,715","36,280",89,-18.9,-32.3,14.4,13,Nebraska
Greeley,"126,143","102,995","88,594","90,759",77,-18.4,-14,2.4,34,Nebraska
Hall,"3,139,136","3,088,975","3,196,209","3,274,814",4,-1.6,3.5,2.5,33,Nebraska
Hamilton,"513,844","519,794","521,786","516,602",35,1.2,0.4,-1,58,Nebraska
Harlan,"163,915","156,456","115,404","197,579",65,-4.6,-26.2,71.2,1,Nebraska
Hayes,"89,391","73,123","43,700","41,260",87,-18.2,-40.2,-5.6,72,Nebraska
Hitchcock,"114,014","108,079","140,343","141,801",72,-5.2,29.9,1,45,Nebraska
Holt,"653,985","597,779","639,897","684,504",25,-8.6,7,7,21,Nebraska
Hooker,"75,097","75,226","58,222","53,424",86,0.2,-22.6,-8.2,79,Nebraska
Howard,"230,863","219,305","196,176","179,026",67,-5,-10.5,-8.7,80,Nebraska
Jefferson,"865,723","922,772","884,009","929,207",17,6.6,-4.2,5.1,26,Nebraska
Johnson,"215,403","214,940","261,751","242,336",58,-0.2,21.8,-7.4,78,Nebraska
Kearney,"490,509","435,338","396,763","394,360",42,-11.2,-8.9,-0.6,52,Nebraska
Keith,"361,516","374,487","335,842","360,919",44,3.6,-10.3,7.5,19,Nebraska
Keya Paha,"83,913","89,754","80,797","75,076",80,7,-10,-7.1,77,Nebraska
Kimball,"156,527","157,171","168,897","178,149",68,0.4,7.5,5.5,24,Nebraska
Knox,"436,687","395,837","383,186","465,611",37,-9.4,-3.2,21.5,7,Nebraska
Lancaster,"15,483,640","15,705,577","16,326,207","16,557,682",2,1.4,4,1.4,41,Nebraska
Lincoln,"2,230,077","2,391,693","2,146,065","2,184,894",8,7.2,-10.3,1.8,39,Nebraska
Logan,"60,383","54,894","37,798","35,375",90,-9.1,-31.1,-6.4,74,Nebraska
Loup,"65,587","73,254","54,108","36,407",88,11.7,-26.1,-32.7,91,Nebraska
McPherson,"52,178","49,835","46,444","34,887",91,-4.5,-6.8,-24.9,90,Nebraska
Madison,"2,237,030","2,231,519","2,327,461","2,342,025",7,-0.2,4.3,0.6,47,Nebraska
Merrick,"414,485","397,477","395,731","370,977",43,-4.1,-0.4,-6.3,73,Nebraska
Morrill,"648,144","549,997","541,164","532,896",33,-15.1,-1.6,-1.5,62,Nebraska
Nance,"155,195","134,004","144,621","143,491",71,-13.7,7.9,-0.8,55,Nebraska
Nemaha,"644,616","779,030","814,223","702,909",24,20.9,4.5,-13.7,84,Nebraska
Nuckolls,"278,855","260,188","247,791","279,862",54,-6.7,-4.8,12.9,15,Nebraska
Otoe,"1,135,992","1,383,317","1,391,166","1,406,119",13,21.8,0.6,1.1,43,Nebraska
Pawnee,"137,748","140,542","153,031","180,684",66,2,8.9,18.1,11,Nebraska
Perkins,"199,872","210,047","208,765","234,680",61,5.1,-0.6,12.4,16,Nebraska
Phelps,"945,786","1,048,731","945,737","895,982",18,10.9,-9.8,-5.3,70,Nebraska
Pierce,"340,410","306,407","289,167","350,960",46,-10,-5.6,21.4,8,Nebraska
Platte,"2,328,316","2,364,499","2,455,969","2,560,802",6,1.6,3.9,4.3,29,Nebraska
Polk,"289,229","259,101","289,352","297,542",50,-10.4,11.7,2.8,32,Nebraska
Red Willow,"518,555","504,664","496,919","521,965",34,-2.7,-1.5,5,28,Nebraska
Richardson,"307,177","315,087","334,147","321,024",48,2.6,6,-3.9,67,Nebraska
Rock,"127,719","128,921","130,155","75,430",79,0.9,1,-42,92,Nebraska
Saline,"784,766","804,835","816,062","874,940",21,2.6,1.4,7.2,20,Nebraska
Sarpy,"6,568,133","6,673,011","6,809,589","6,860,214",3,1.6,2,0.7,46,Nebraska
Saunders,"664,257","679,983","700,616","709,898",23,2.4,3,1.3,42,Nebraska
Scotts Bluff,"1,511,358","1,538,525","1,467,883","1,499,979",11,1.8,-4.6,2.2,35,Nebraska
Seward,"676,818","651,577","701,790","683,617",26,-3.7,7.7,-2.6,65,Nebraska
Sheridan,"231,565","230,599","216,377","238,816",59,-0.4,-6.2,10.4,17,Nebraska
Sherman,"110,398","96,229","86,874","128,385",73,-12.8,-9.7,47.8,4,Nebraska
Sioux,"122,818","141,509","88,808","67,340",83,15.2,-37.2,-24.2,89,Nebraska
Stanton,"327,404","336,697","352,852","359,343",45,2.8,4.8,1.8,38,Nebraska
Thayer,"389,113","356,002","361,089","458,204",38,-8.5,1.4,26.9,6,Nebraska
Thomas,"77,865","71,486","60,583","54,706",85,-8.2,-15.3,-9.7,82,Nebraska
Thurston,"484,273","490,493","573,107","533,816",32,1.3,16.8,-6.9,76,Nebraska
Valley,"232,203","254,709","213,004","220,328",63,9.7,-16.4,3.4,31,Nebraska
Washington,"1,260,512","1,311,075","1,105,701","1,084,508",15,4,-15.7,-1.9,63,Nebraska
Wayne,"436,448","436,045","475,429","469,606",36,-0.1,9,-1.2,60,Nebraska
Webster,"239,911","234,240","228,947","266,992",56,-2.4,-2.3,16.6,12,Nebraska
Wheeler,"193,189","233,610","177,811","200,951",64,20.9,-23.9,13,14,Nebraska
York,"765,658","737,222","785,440","778,417",22,-3.7,6.5,-0.9,56,Nebraska
Churchill,"922,253","951,966","961,710","1,038,391",11,3.2,1,8,2,Nevada
Clark,"96,610,558","99,198,167","101,392,420","107,622,947",1,2.7,2.2,6.1,4,Nevada
Douglas,"2,179,846","2,170,340","2,213,182","2,354,292",5,-0.4,2,6.4,3,Nevada
Elko,"2,414,125","2,485,334","2,621,223","2,647,073",4,2.9,5.5,1,10,Nevada
Esmeralda,"84,367","95,092","94,987","88,757",17,12.7,-0.1,-6.6,15,Nevada
Eureka,"1,236,657","1,489,421","1,764,131","1,602,010",7,20.4,18.4,-9.2,17,Nevada
Humboldt,"1,162,938","1,183,387","1,245,291","1,203,099",10,1.8,5.2,-3.4,13,Nevada
Lander,"723,949","837,997","971,485","905,873",12,15.8,15.9,-6.8,16,Nevada
Lincoln,"160,677","168,014","172,513","182,133",16,4.6,2.7,5.6,5,Nevada
Lyon,"1,245,655","1,318,058","1,361,220","1,428,585",9,5.8,3.3,4.9,7,Nevada
Mineral,"189,307","209,668","217,498","228,422",15,10.8,3.7,5,6,Nevada
Nye,"1,433,332","1,484,407","1,569,375","1,609,430",6,3.6,5.7,2.6,9,Nevada
Pershing,"329,466","334,099","387,638","363,785",14,1.4,16,-6.2,14,Nevada
Storey,"793,291","728,269","1,156,934","1,485,373",8,-8.2,58.9,28.4,1,Nevada
Washoe,"22,157,039","22,884,873","23,687,744","22,976,437",2,3.3,3.5,-3,12,Nevada
White Pine,"591,141","629,704","724,637","705,080",13,6.5,15.1,-2.7,11,Nevada
Carson City,"2,995,127","2,993,317","3,156,084","3,240,155",3,-0.1,5.4,2.7,8,Nevada
Belknap,"2,529,942","2,559,534","2,595,286","2,673,442",7,1.2,1.4,3,2,New Hampshire
Carroll,"1,962,369","1,962,213","1,988,941","2,029,530",8,0,1.4,2,5,New Hampshire
Cheshire,"3,335,054","3,334,470","3,355,740","3,376,138",6,0,0.6,0.6,9,New Hampshire
Coos,"1,142,239","1,156,841","1,138,637","1,146,857",10,1.3,-1.6,0.7,8,New Hampshire
Grafton,"5,727,106","5,748,182","5,835,561","5,996,422",4,0.4,1.5,2.8,4,New Hampshire
Hillsborough,"23,854,124","24,416,112","24,782,415","25,514,840",1,2.4,1.5,3,3,New Hampshire
Merrimack,"8,493,092","8,521,382","8,617,333","8,883,678",3,0.3,1.1,3.1,1,New Hampshire
Rockingham,"17,607,009","18,196,013","18,630,704","18,938,880",2,3.3,2.4,1.7,7,New Hampshire
Strafford,"5,378,308","5,429,720","5,669,014","5,764,984",5,1,4.4,1.7,6,New Hampshire
Sullivan,"1,485,561","1,497,579","1,513,465","1,518,317",9,0.8,1.1,0.3,10,New Hampshire
Atlantic,"12,705,660","12,471,409","12,424,734","12,863,458",15,-1.8,-0.4,3.5,2,New Jersey
Bergen,"64,989,040","64,865,064","64,494,856","66,148,892",1,-0.2,-0.6,2.6,5,New Jersey
Burlington,"24,340,302","24,365,768","24,747,071","25,242,828",10,0.1,1.6,2,11,New Jersey
Camden,"22,558,680","22,921,961","23,199,521","23,773,431",11,1.6,1.2,2.5,7,New Jersey
Cape May,"4,803,794","4,800,458","4,757,727","4,852,632",19,-0.1,-0.9,2,12,New Jersey
Cumberland,"6,012,536","6,126,043","5,954,454","6,051,881",17,1.9,-2.8,1.6,16,New Jersey
Essex,"50,829,629","51,344,851","51,601,199","52,311,173",4,1,0.5,1.4,18,New Jersey
Gloucester,"14,304,875","13,985,808","14,162,898","14,353,051",14,-2.2,1.3,1.3,19,New Jersey
Hudson,"41,946,981","42,034,951","43,796,480","44,690,400",5,0.2,4.2,2,10,New Jersey
Hunterdon,"6,603,611","6,541,100","6,838,373","6,811,313",16,-0.9,4.5,-0.4,21,New Jersey
Mercer,"27,806,922","28,160,390","27,815,178","28,459,499",9,1.3,-1.2,2.3,9,New Jersey
Middlesex,"55,223,378","56,463,802","56,688,188","58,319,626",2,2.2,0.4,2.9,4,New Jersey
Monmouth,"30,500,735","30,842,363","31,018,115","31,954,708",8,1.1,0.6,3,3,New Jersey
Morris,"50,235,247","51,655,588","51,699,014","52,564,871",3,2.8,0.1,1.7,15,New Jersey
Ocean,"18,428,288","18,517,079","18,535,721","18,862,944",13,0.5,0.1,1.8,14,New Jersey
Passaic,"21,494,475","21,318,572","20,861,160","21,166,615",12,-0.8,-2.1,1.5,17,New Jersey
Salem,"5,093,409","4,675,502","4,905,133","5,000,437",18,-8.2,4.9,1.9,13,New Jersey
Somerset,"33,079,642","34,599,973","36,051,564","37,343,694",6,4.6,4.2,3.6,1,New Jersey
Sussex,"4,373,376","4,404,366","4,371,424","4,478,411",20,0.7,-0.7,2.4,8,New Jersey
Union,"35,781,217","35,677,223","35,531,624","36,426,964",7,-0.3,-0.4,2.5,6,New Jersey
Warren,"4,275,997","4,268,309","4,165,110","4,183,193",21,-0.2,-2.4,0.4,20,New Jersey
Bernalillo,"32,750,420","33,592,951","33,219,394","33,852,532",1,2.6,-1.1,1.9,10,New Mexico
Catron,"76,972","74,135","74,651","75,309",32,-3.7,0.7,0.9,16,New Mexico
Chaves,"2,048,359","2,072,346","2,041,275","2,003,504",12,1.2,-1.5,-1.9,25,New Mexico
Cibola,"647,182","642,636","623,455","614,425",19,-0.7,-3,-1.4,24,New Mexico
Colfax,"455,729","450,583","431,526","411,440",23,-1.1,-4.2,-4.7,29,New Mexico
Curry,"2,938,820","2,987,664","3,041,013","3,024,286",7,1.7,1.8,-0.6,23,New Mexico
De Baca,"50,732","53,641","50,587","50,467",33,5.7,-5.7,-0.2,22,New Mexico
Doña Ana,"6,597,222","6,788,949","6,712,348","6,757,266",4,2.9,-1.1,0.7,19,New Mexico
Eddy,"7,224,246","7,048,553","7,333,885","8,235,321",2,-2.4,4,12.3,2,New Mexico
Grant,"1,224,645","1,176,183","1,208,780","1,170,854",15,-4,2.8,-3.1,26,New Mexico
Guadalupe,"131,684","136,767","123,628","124,670",29,3.9,-9.6,0.8,17,New Mexico
